Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
PUERTO RICO,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190167
ALABAMA,2019,1,,-,4,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190139
VIRGINIA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190136
GEORGIA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190132
OREGON,2019,1,,-,6,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190161
NORTHERN MARIANA ISLANDS,2019,1,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190165
TOTAL,2019,1,12,,139,,12,,14,,,-,1,,,-,,-,,TOTAL,20190170
NEW HAMPSHIRE,2019,1,1,,3,,1,,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190106
NEW JERSEY,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190110
UTAH,2019,1,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190155
VERMONT,2019,1,,-,5,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190108
WYOMING,2019,1,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190156
LOUISIANA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190145
NEW MEXICO,2019,1,,-,2,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190154
INDIANA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190116
ILLINOIS,2019,1,,-,13,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190115
NEW YORK,2019,1,3,,29,,3,,4,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190111
DISTRICT OF COLUMBIA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190130
SOUTH CAROLINA,2019,1,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190135
U.S. VIRGIN ISLANDS,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190168
WISCONSIN,2019,1,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190119
IDAHO,2019,1,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190151
MISSOURI,2019,1,,-,4,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190124
OHIO,2019,1,,-,6,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190118
CONNECTICUT,2019,1,,-,3,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190103
NEW ENGLAND,2019,1,1,,13,,1,,1,,,-,0,,,-,,-,,NEW ENGLAND,20190102
NEBRASKA,2019,1,,-,3,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190125
PACIFIC,2019,1,,-,12,,,-,1,,,-,0,,,-,,-,,PACIFIC,20190157
US RESIDENTS,2019,1,12,,139,,12,,14,,,-,1,,,-,,-,,US RESIDENTS,20190101
ARKANSAS,2019,1,,-,3,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190144
MICHIGAN,2019,1,,-,7,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190117
MAINE,2019,1,,-,5,,,-,1,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190104
TENNESSEE,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190142
IOWA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190121
DELAWARE,2019,1,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190129
WEST VIRGINIA,2019,1,,-,10,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190137
MINNESOTA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190123
WASHINGTON,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190162
MISSISSIPPI,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190141
FLORIDA,2019,1,2,,117,,2,,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190131
RHODE ISLAND,2019,1,,-,3,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190107
NON-US RESIDENTS,2019,1,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190169
OKLAHOMA,2019,1,1,,8,,1,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190146
WEST SOUTH CENTRAL,2019,1,1,,15,,1,,2,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190143
MOUNTAIN,2019,1,,-,4,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20190148
ARIZONA,2019,1,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190149
WEST NORTH CENTRAL,2019,1,1,,5,,1,,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190120
KANSAS,2019,1,1,,3,,1,,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190122
PENNSYLVANIA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190113
MASSACHUSETTS,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190105
KENTUCKY,2019,1,,-,8,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190140
COLORADO,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190150
AMERICAN SAMOA,2019,1,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20190164
SOUTH ATLANTIC,2019,1,6,,122,,6,,6,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190128
MARYLAND,2019,1,,-,11,,,-,3,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190133
US TERRITORIES,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190163
EAST NORTH CENTRAL,2019,1,,-,24,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20190114
ALASKA,2019,1,,-,2,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190158
NEVADA,2019,1,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190153
SOUTH DAKOTA,2019,1,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190127
TEXAS,2019,1,,-,15,,,-,2,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190147
CALIFORNIA,2019,1,,-,9,,,-,1,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190159
MONTANA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190152
NORTH DAKOTA,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190126
RHODE ISLAND,2019,2,,-,3,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190207
TOTAL,2019,2,13,,139,,25,,153,,,-,1,,,-,,-,,TOTAL,20190270
HAWAII,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190260
MINNESOTA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190223
MONTANA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190252
IDAHO,2019,2,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190251
ALABAMA,2019,2,2,,4,,2,,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190239
OKLAHOMA,2019,2,,-,8,,1,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190246
MIDDLE ATLANTIC,2019,2,1,,29,,4,,11,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190209
COLORADO,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190250
TENNESSEE,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190242
CONNECTICUT,2019,2,,-,3,,,-,1,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190203
MISSISSIPPI,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190241
SOUTH DAKOTA,2019,2,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190227
NEW HAMPSHIRE,2019,2,1,,3,,2,,3,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190206
PUERTO RICO,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190267
AMERICAN SAMOA,2019,2,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20190264
NORTH CAROLINA,2019,2,2,,17,,6,,5,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190234
SOUTH CAROLINA,2019,2,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190235
GEORGIA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190232
MAINE,2019,2,2,,5,,2,,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190204
ARKANSAS,2019,2,,-,3,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190244
NEVADA,2019,2,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190253
TEXAS,2019,2,,-,15,,,-,2,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190247
NEW YORK CITY,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20190212
NEW YORK CITY,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20190612
WEST VIRGINIA,2019,2,,-,10,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190237
WEST NORTH CENTRAL,2019,2,,-,5,,2,,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190220
WISCONSIN,2019,2,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190219
US RESIDENTS,2019,2,13,,139,,25,,153,,,-,1,,,-,,-,,US RESIDENTS,20190201
PENNSYLVANIA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190213
DELAWARE,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190229
PACIFIC,2019,2,1,,12,,1,,2,,,-,0,,,-,,-,,PACIFIC,20190257
MISSOURI,2019,2,,-,4,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190224
INDIANA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190216
NEBRASKA,2019,2,,-,3,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190225
NEW MEXICO,2019,2,,-,2,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190254
KENTUCKY,2019,2,,-,8,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190240
VERMONT,2019,2,,-,5,,,-,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190208
EAST SOUTH CENTRAL,2019,2,2,,8,,2,,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190238
LOUISIANA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190245
MOUNTAIN,2019,2,,-,4,,,-,1,,,-,1,,,-,,-,,MOUNTAIN,20190248
NEW ENGLAND,2019,2,3,,13,,4,,7,,,-,0,,,-,,-,,NEW ENGLAND,20190202
NORTH DAKOTA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190226
WEST SOUTH CENTRAL,2019,2,,-,15,,1,,2,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190243
WASHINGTON,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190262
NON-US RESIDENTS,2019,2,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190269
MASSACHUSETTS,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190205
NEW JERSEY,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190210
UTAH,2019,2,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190255
OREGON,2019,2,,-,6,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190261
NORTHERN MARIANA ISLANDS,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190265
OHIO,2019,2,,-,6,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190218
ARIZONA,2019,2,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190249
CALIFORNIA,2019,2,,-,9,,,-,2,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190259
ALASKA,2019,2,1,,2,,1,,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190258
US TERRITORIES,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190263
IOWA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190221
GUAM,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190266
EAST NORTH CENTRAL,2019,2,,-,24,,1,,2,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20190214
NEW YORK,2019,2,1,,29,,4,,11,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190211
WYOMING,2019,2,,-,1,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190256
ILLINOIS,2019,2,,-,13,,1,,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190215
MICHIGAN,2019,2,,-,7,,,-,2,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190217
FLORIDA,2019,2,4,,117,,4,,117,,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190231
DISTRICT OF COLUMBIA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190230
MARYLAND,2019,2,,-,11,,,-,6,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190233
VIRGINIA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190236
U.S. VIRGIN ISLANDS,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190268
KANSAS,2019,2,,-,3,,2,,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190222
SOUTH ATLANTIC,2019,2,6,,122,,10,,128,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190228
MARYLAND,2019,3,,-,11,,6,,7,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190333
GUAM,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190366
NEW JERSEY,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190310
KENTUCKY,2019,3,,-,8,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190340
EAST SOUTH CENTRAL,2019,3,,-,8,,2,,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190338
ARIZONA,2019,3,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190349
IDAHO,2019,3,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190351
NON-US RESIDENTS,2019,3,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190369
WASHINGTON,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190362
US TERRITORIES,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190363
TEXAS,2019,3,,-,15,,,-,2,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190347
UTAH,2019,3,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190355
SOUTH ATLANTIC,2019,3,7,,33,,21,,161,,,-,1,,,-,1,,,SOUTH ATLANTIC,20190328
NEW HAMPSHIRE,2019,3,,-,3,,2,,3,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190306
PENNSYLVANIA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190313
NEW YORK,2019,3,7,,29,,11,,16,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190311
PACIFIC,2019,3,,-,12,,1,,2,,,-,0,,,-,,-,,PACIFIC,20190357
ILLINOIS,2019,3,,-,13,,1,,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190315
MOUNTAIN,2019,3,,-,4,,,-,1,,,-,1,,,-,,-,,MOUNTAIN,20190348
SOUTH DAKOTA,2019,3,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190327
TOTAL,2019,3,17,,75,,47,,192,,,-,1,,,-,1,,,TOTAL,20190370
U.S. VIRGIN ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190368
HAWAII,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190360
MINNESOTA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190323
WISCONSIN,2019,3,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190319
MISSISSIPPI,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190341
WYOMING,2019,3,,-,0,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190356
PUERTO RICO,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190367
VIRGINIA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190336
OKLAHOMA,2019,3,1,,8,,2,,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190346
IOWA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190321
ALABAMA,2019,3,,-,4,,2,,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190339
US RESIDENTS,2019,3,17,,75,,47,,192,,,-,1,,,-,1,,,US RESIDENTS,20190301
NEBRASKA,2019,3,,-,3,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190325
MIDDLE ATLANTIC,2019,3,7,,29,,11,,16,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190309
DISTRICT OF COLUMBIA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190330
WEST SOUTH CENTRAL,2019,3,1,,15,,2,,2,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190343
NORTH DAKOTA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190326
RHODE ISLAND,2019,3,,-,3,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190307
WEST NORTH CENTRAL,2019,3,1,,5,,3,,1,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190320
NEVADA,2019,3,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190353
MASSACHUSETTS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190305
INDIANA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190316
COLORADO,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190350
WEST VIRGINIA,2019,3,,-,10,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190337
ARKANSAS,2019,3,,-,3,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190344
LOUISIANA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190345
MISSOURI,2019,3,,-,4,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190324
OREGON,2019,3,,-,6,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190361
AMERICAN SAMOA,2019,3,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20190364
OHIO,2019,3,1,,6,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190318
DELAWARE,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190329
MONTANA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190352
NEW YORK CITY,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20190312
TENNESSEE,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190342
WEST NORTH CENTRAL,2019,4,1,,5,,4,,2,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190420
NORTHERN MARIANA ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190365
KANSAS,2019,3,1,,3,,3,,1,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190322
SOUTH CAROLINA,2019,3,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190335
CONNECTICUT,2019,3,,-,3,,,-,1,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190303
FLORIDA,2019,3,5,,30,,7,,147,,,-,1,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20190331
NORTH CAROLINA,2019,3,2,,17,,8,,7,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190334
ALASKA,2019,3,,-,2,,1,,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190358
NEW ENGLAND,2019,3,,-,13,,4,,7,,,-,0,,,-,,-,,NEW ENGLAND,20190302
VERMONT,2019,3,,-,5,,,-,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190308
MAINE,2019,3,,-,5,,2,,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190304
GEORGIA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190332
EAST NORTH CENTRAL,2019,3,1,,24,,3,,2,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20190314
MICHIGAN,2019,3,,-,7,,1,,2,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190317
NEW MEXICO,2019,3,,-,2,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190354
CALIFORNIA,2019,3,,-,9,,,-,2,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190359
TEXAS,2019,4,,-,15,,,-,2,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190447
MONTANA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190452
EAST SOUTH CENTRAL,2019,4,,-,8,,2,,2,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190438
WEST VIRGINIA,2019,4,,-,10,,1,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
TENNESSEE,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190442
TOTAL,2019,4,12,,75,,61,,246,,,-,1,,,-,1,,,TOTAL,20190470
ILLINOIS,2019,4,,-,13,,1,,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190415
DISTRICT OF COLUMBIA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190430
ARKANSAS,2019,4,,-,3,,,-,2,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190444
SOUTH CAROLINA,2019,4,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
